时间,公司名称,公司名称链接,行业,轮次,金额,投资方,最新估值(估算),字段1,字段2,字段3
2018-5-21,运动宝贝,https://www.itjuzi.com/company/63200,战略投资,亿元及以上人民币,保利文化产业基金,5亿人民币,教育,儿童早教,智力开发,
2018-5-21,顶上英语,https://www.itjuzi.com/company/59535,A+轮,数千万人民币,梧桐树资本（领投）创新工场,1.5亿人民币,教育,语言学习,留学考试培训,
2018-5-20,百通世纪,https://www.itjuzi.com/company/62475,A轮,数千万人民币,天津天地酬勤创业投资基金（领投）,5000万人民币,教育,职业培训,科研学术,
2018-5-19,Dr.S赛先生,https://www.itjuzi.com/company/32841662,天使轮,数千万人民币,中科创星（领投）北塔资本蓝象资本,1.5亿人民币,教育,教育综合服务,STEAM,
2018-5-18,Ornikar,https://www.itjuzi.com/company/34719500,A轮,1000万欧元,Idinvest Partners（领投）Partech VenturesBrighteye Ventures,3.9亿人民币,教育,职业培训,,
2018-5-18,运营研究社,https://www.itjuzi.com/company/83451,Pre-A轮,1050万人民币,分布式资本前海母基金源星资本合力投资...,5250万人民币,教育,职业培训,图书影音,
2018-5-18,证凯财经,https://www.itjuzi.com/company/32506075,天使轮,数百万人民币,未透露,1500万人民币,教育,职业培训,,
2018-5-18,豌豆思维,https://www.itjuzi.com/company/6942572,Pre-A轮,数千万人民币,乐元素（领投）创新工场,1.5亿人民币,教育,儿童早教,早幼教,
2018-5-18,企鹅童话,https://www.itjuzi.com/company/65712,A轮,4000万人民币,众源资本（领投）盛景网联(盛景嘉成),2亿人民币,教育,儿童早教,动漫,
2018-5-17,新东方在线,https://www.itjuzi.com/company/32230,A轮,5088万美元,腾讯投资,16.54亿人民币,教育,教育综合服务,语言学习,
2018-5-17,HelloCode,https://www.itjuzi.com/company/32838813,天使轮,500万人民币,珺馨科技,2500万人民币,教育,儿童早教,教育AI解决方案,
2018-5-17,格如灵,https://www.itjuzi.com/company/44545,A轮,数千万人民币,海尔资本,1.5亿人民币,教育,教育信息化,VR技术,
2018-5-15,校内外,https://www.itjuzi.com/company/7177,A轮,未透露,启迪之星（启迪孵化器）,1亿人民币,教育,教育信息化,早幼教,
2018-5-15,芝麻街英语,https://www.itjuzi.com/company/32835933,战略投资,2.625亿人民币,威创股份,7.5亿人民币,教育,语言学习,素质教育,
2018-5-15,求渔学院,https://www.itjuzi.com/company/32834940,Pre-A轮,未透露,智来时代明师教育,1亿人民币,教育,教育信息化,,
2018-5-14,第三学府,https://www.itjuzi.com/company/33223247,A轮,未透露,蓝象资本北塔资本,1亿人民币,教育,儿童早教,早幼教,
2018-5-14,成长保,https://www.itjuzi.com/company/23119,B+轮,1.5亿人民币,昆仑万维致远资本（以太创服）（财务顾问）,7.5亿人民币,教育,K12,素质教育,
2018-5-12,果然能力圈,https://www.itjuzi.com/company/32833717,天使轮,数百万人民币,世纪长河集团,1500万人民币,教育,职业培训,高等教育,
2018-5-11,Toppr,https://www.itjuzi.com/company/20626,战略投资,1.55亿卢比,Alteria Capital,7750万人民币,教育,K12,高考升学,
2018-5-10,童之趣,https://www.itjuzi.com/company/68940,天使轮,数百万人民币,清源德丰(清源创投)（领投）,1500万人民币,教育,儿童早教,动漫,
2018-5-10,校宝在线,https://www.itjuzi.com/company/31415,C+轮,1亿人民币,蚂蚁金服（阿里巴巴）（领投）万融资本歌斐资产,13.6亿人民币,教育,教育信息化,家园互动,
2018-5-10,火花思维,https://www.itjuzi.com/company/32760550,B轮,1500万美元,山行资本（领投）IDG资本（领投）光速中国金沙江创投...,4.88亿人民币,教育,儿童早教,早幼教,
2018-5-8,Disprz,https://www.itjuzi.com/company/32826307,A轮,250万美元,Kae CapitalInfrastructure LeasingFinancial Services Limited,8125万人民币,教育,教育综合服务,语言学习,
2018-5-8,作文纸条,https://www.itjuzi.com/company/32575103,天使轮,数百万美元,微光创投熊猫资本正念资本,9750万人民币,教育,K12,K12应用工具,
2018-5-4,经验超市,https://www.itjuzi.com/company/33480370,种子轮,150万人民币,爸爸的选择,750万人民币,教育,其他教育,考研,
2018-5-4,超竞教育,https://www.itjuzi.com/company/33359623,天使轮,数千万人民币,曜为资本,1.5亿人民币,教育,职业培训,职场技能培训,
2018-5-4,创梦者教育,https://www.itjuzi.com/company/33029882,天使轮,1000万人民币,蓝象资本北塔资本乐耕资本（领投）,8000万人民币,教育,儿童早教,素质教育,
2018-5-3,你拍一数学,https://www.itjuzi.com/company/33318792,天使轮,数百万人民币,真格基金,1500万人民币,教育,儿童早教,素质教育,
2018-5-3,Career Anna,https://www.itjuzi.com/company/32816345,战略投资,3000万卢比,未透露,1500万人民币,教育,职业培训,高等教育,
2018-5-3,小码王,https://www.itjuzi.com/company/29361,B轮,1.3亿人民币,微光创投（领投）钟鼎资本（领投）涌铧投资蓝策ValueLink（财务顾问）...,6.5亿人民币,教育,儿童早教,素质教育,
2018-5-2,哈文教育,https://www.itjuzi.com/company/33466431,天使轮,未透露,遵理资本,500万人民币,教育,素质教育,高考升学,
2018-5-2,世纪海航,https://www.itjuzi.com/company/32813619,A轮,数千万人民币,时龙资本（领投）刘怀宇（领投）聚溪控股（领投）,1.5亿人民币,教育,教育信息化,智慧校园,
2018-5-2,文启优思,https://www.itjuzi.com/company/22458182,A轮,2000万人民币,戈壁创投（领投）中金集团优优老师华夏桃李资本（财务顾问）...,1亿人民币,教育,K12,素质教育,
2018-5-1,Blue Canoe Learning,https://www.itjuzi.com/company/35315742,天使轮,60万美元,未透露,1950万人民币,教育,语言学习,教育技术服务,
2018-4-28,梯方教育,https://www.itjuzi.com/company/32248293,A轮,未透露,基因资本,1亿人民币,教育,K12,高考升学,
2018-4-28,51offer中英网,https://www.itjuzi.com/company/4008,B轮,未透露,涌金集团国金证券,1.5亿人民币,教育,出国留学,大学教育,
2018-4-28,码趣学院,https://www.itjuzi.com/company/33349435,天使轮,数百万人民币,天使投资人,1500万人民币,教育,素质教育,科研学术,
2018-4-28,编程侠,https://www.itjuzi.com/company/32811058,天使轮,100万人民币,未透露,500万人民币,教育,素质教育,少儿编程,
2018-4-28,百家云,https://www.itjuzi.com/company/1274555,A+轮,6000万人民币,华图资本（领投）贵阳创投百度视频,3亿人民币,教育,教育信息化,直播,
2018-4-26,MrFinance金融先生,https://www.itjuzi.com/company/49650,天使轮,数百万人民币,未透露,1500万人民币,教育,高等教育,知识分享,
2018-4-26,Rasa,https://www.itjuzi.com/company/32805988,种子轮,110万美元,未透露,3575万人民币,教育,语言学习,自然语言处理,
2018-4-25,码力编程,https://www.itjuzi.com/company/41688,A轮,未透露,连力创投见证投资(箭征投资),1亿人民币,教育,素质教育,少儿编程,
2018-4-25,芳汀思,https://www.itjuzi.com/company/32801425,天使轮,数百万人民币,未透露,1500万人民币,教育,教育信息化,素质教育,
2018-4-24,多乐小熊,https://www.itjuzi.com/company/54405,战略投资,数千万人民币,新东方（领投）,1亿人民币,教育,儿童早教,家庭教育,
2018-4-23,Matatalab,https://www.itjuzi.com/company/1258933,Pre-A轮,未透露,明势资本,1亿人民币,教育,儿童早教,早幼教,
2018-4-23,链栈,https://www.itjuzi.com/company/33483600,天使轮,未透露,海朋资本,500万人民币,教育,职业培训,区块链基础技术,
2018-4-23,Vent学堂,https://www.itjuzi.com/company/32814165,种子轮,30万人民币,未透露,150万人民币,教育,教育信息化,,
2018-4-23,小贝尔实验室,https://www.itjuzi.com/company/32797435,天使轮,400万人民币,JAIC日本亚洲投资,2000万人民币,教育,素质教育,少儿编程,
2018-4-23,工程师爸爸,https://www.itjuzi.com/company/2043,B轮,3000万人民币,七海资本（领投）,1.5亿人民币,教育,儿童早教,家庭教育,
2018-4-23,鲸打卡,https://www.itjuzi.com/company/10727154,Pre-A轮,1000万人民币,创新工场（领投）蓝象资本北塔资本兴旺投资...,5000万人民币,教育,教育信息化,教育垂直媒体,
2018-4-22,美世教育,https://www.itjuzi.com/company/49945,A轮,6000万人民币,涌铧投资春晓资本,3亿人民币,教育,出国留学,留学中介,
2018-4-20,Timing,https://www.itjuzi.com/company/33095151,天使轮,数百万人民币,蓝象资本北塔资本天使湾,1500万人民币,教育,教育综合服务,高等教育,
2018-4-20,英语小神童,https://www.itjuzi.com/company/32640089,Pre-A轮,数百万美元,蓝湖资本,9750万人民币,教育,儿童早教,语言学习,
2018-4-20,码高机器人Xblock,https://www.itjuzi.com/company/79416,Pre-A轮,数千万人民币,高榕资本,5000万人民币,教育,素质教育,,
2018-4-19,编玩边学,https://www.itjuzi.com/company/52629,A轮,未透露,君联资本科大讯飞,1亿人民币,教育,素质教育,大学教育,
2018-4-18,舞研艺考,https://www.itjuzi.com/company/43607,A轮,未透露,达晨创投,1亿人民币,教育,素质教育,考研,
2018-4-18,Edcast,https://www.itjuzi.com/company/33790378,战略投资,1060万美元,未透露,3.44亿人民币,教育,职业培训,企业培训,
2018-4-18,Lingumi,https://www.itjuzi.com/company/53372,天使轮,120万英镑,安达富资本ADV Partners（领投）Entrepreneur FirstLocalGlobe,5280万人民币,教育,儿童早教,语言学习,
2018-4-17,PandaABC,https://www.itjuzi.com/company/33167966,天使轮,数百万人民币,险峰长青,3000万人民币,教育,语言学习,数字化教辅教材,
2018-4-17,网易有道,https://www.itjuzi.com/company/32786293,A轮,亿元及以上美元,慕华投资(慕华教育)（领投）君联资本华兴资本（财务顾问）,72.8亿人民币,教育,教育综合服务,云笔记,
2018-4-16,圈外同学/晓圈,https://www.itjuzi.com/company/32501172,A轮,未透露,正念资本高樟资本,1亿人民币,教育,职业培训,职场技能培训,
2018-4-16,口袋鼠,https://www.itjuzi.com/company/15219323,天使轮,500万人民币,金远投资,2500万人民币,教育,K12,高考升学,
2018-4-16,青橙创客教育,https://www.itjuzi.com/company/41813,A轮,2400万人民币,天明集团,1.2亿人民币,教育,其他教育,素质教育,
2018-4-16,课观教育,https://www.itjuzi.com/company/33273,天使轮,数千万人民币,云天使基金（领投）,1.5亿人民币,教育,职业培训,就业指导,
2018-4-15,时代教育,https://www.itjuzi.com/company/32784564,天使轮,数百万人民币,宸极投资,1500万人民币,教育,职业培训,,
2018-4-14,优才创智,https://www.itjuzi.com/company/6747732,B轮,数千万人民币,策源创投,1.5亿人民币,教育,职业培训,企业培训,
2018-4-13,一一英语,https://www.itjuzi.com/company/33073231,Pre-A轮,1200万人民币,翊翎资本金葵花资本向尚科技,6000万人民币,教育,语言学习,数字化教辅教材,
2018-4-13,外教易教育,https://www.itjuzi.com/company/32656014,Pre-A轮,3000万人民币,顺为资本（领投）创新工场,1.5亿人民币,教育,语言学习,,
2018-4-13,超优教育,https://www.itjuzi.com/company/32783440,A轮,3000万人民币,星臣资本,1.5亿人民币,教育,儿童早教,素质教育,
2018-4-12,子曰语文,https://www.itjuzi.com/company/24832359,种子轮,数十万人民币,蓝象资本北塔资本,250万人民币,教育,素质教育,语言学习,
2018-4-12,科学家在线,https://www.itjuzi.com/company/6653170,A轮,未透露,启迪之星,1亿人民币,教育,教育信息化,知识分享,
2018-4-12,创豆智能积木,https://www.itjuzi.com/company/32780407,天使轮,未透露,未透露,500万人民币,教育,素质教育,早幼教,
2018-4-12,盒子鱼英语,https://www.itjuzi.com/company/7767,C轮,亿元及以上人民币,新东方史带集团汉能投资（财务顾问）,30亿人民币,教育,语言学习,自然语言处理,
2018-4-11,Student EduCare,https://www.itjuzi.com/company/32779434,天使轮,数百万人民币,东方新创,1500万人民币,教育,出国留学,家庭教育,
2018-4-11,微谷中国,https://www.itjuzi.com/company/32779254,A轮,数千万人民币,启蓝控股,1.5亿人民币,教育,教育信息化,推广营销,
2018-4-11,Snapask,https://www.itjuzi.com/company/13745,A+轮,1500万美元,谢展,4.88亿人民币,教育,K12,K12应用工具,
2018-4-10,飞马共享图书,https://www.itjuzi.com/company/25282337,种子轮,数十万人民币,未透露,250万人民币,教育,儿童早教,K12社区平台,
2018-4-10,Holberton School,https://www.itjuzi.com/company/60969,A轮,820万美元,Trinity Ventures（领投）Daphni（领投）The Omidyar Network,2.67亿人民币,教育,其他教育,学校/院校,
2018-4-10,纽诺育儿,https://www.itjuzi.com/company/59725,A轮,6500万人民币,安赐资本（领投）广东文投创工场（广文投）广州创玺企业管理有限公司（领投）,3.25亿人民币,教育,儿童早教,素质教育,
2018-4-10,酷码教育,https://www.itjuzi.com/company/32276992,天使轮,未透露,头头是道投资基金五号空间,500万人民币,教育,素质教育,少儿编程,
2018-4-10,小牛计划,https://www.itjuzi.com/company/31249,A轮,数千万人民币,华盖资本（领投）新浪AC加速器洪泰基金...,1.5亿人民币,教育,素质教育,教育金融,
2018-4-10,少年商学院,https://www.itjuzi.com/company/18357,A轮,3000万人民币,华盖资本（领投）华夏桃李资本（财务顾问）,1.5亿人民币,教育,儿童早教,素质教育,
2018-4-10,妙小程,https://www.itjuzi.com/company/22586959,Pre-A轮,1600万人民币,正念资本易成投资（领投）,8000万人民币,教育,儿童早教,早幼教,
2018-4-10,校管家,https://www.itjuzi.com/company/54528,A轮,4600万人民币,达晨创投,2.3亿人民币,教育,教育信息化,学校/院校,
2018-4-9,知嘛文化,https://www.itjuzi.com/company/33169959,天使轮,未透露,莲花资本,500万人民币,教育,其他教育,家庭教育,
2018-4-9,人人讲,https://www.itjuzi.com/company/16568826,A轮,未透露,陕西大同创投,1亿人民币,教育,教育信息化,考研,
2018-4-9,壹枱The ONE智能钢琴,https://www.itjuzi.com/company/9383,D轮,数千万美元,华麓投资零一创投MFund魔量基金,9.75亿人民币,教育,素质教育,乐器,
2018-4-9,艺状元,https://www.itjuzi.com/company/34097908,天使轮,数十万人民币,蓝象资本,250万人民币,教育,K12,教,
2018-4-9,启辰科技,https://www.itjuzi.com/company/32845801,天使轮,未透露,蚁米创投,500万人民币,教育,教辅设备,数字化教辅教材,
2018-4-7,海豚思维,https://www.itjuzi.com/company/32904416,种子轮,数百万人民币,蓝象资本北塔资本葡萄控股（领投）,1500万人民币,教育,儿童早教,STEAM,
2018-4-7,Smartivity,https://www.itjuzi.com/company/35130,Pre-A轮,350万卢比,S Chand & Company Ltd,175万人民币,教育,教育信息化,语音识别,
2018-4-6,Edovo,https://www.itjuzi.com/company/32777032,A轮,900万美元,Kapor CapitalImpact EngineLumina Foundation,2.92亿人民币,教育,其他教育,教育技术服务,
