时间,公司名称,公司名称链接,行业,轮次,金额,投资方,最新估值(估算),字段1,字段2,字段3
2018-8-7,子曰语文,https://www.itjuzi.com/company/24832359,教育,天使轮,数百万人民币,九合创投蓝象资本,1500万人民币,教育,素质教育,语言学习
2018-8-7,摩数,https://www.itjuzi.com/company/33578824,教育,天使轮,200万人民币,未透露,1000万人民币,教育,教育信息化,
2018-8-6,艾比兽,https://www.itjuzi.com/company/33536530,教育,天使轮,数千万人民币,时代伯乐,1.5亿人民币,教育,儿童早教,机器人
2018-8-6,DreamBox learning,https://www.itjuzi.com/company/26144,教育,C轮,1.3亿美元,Rise Fund,42.25亿人民币,教育,K12,早幼教
2018-8-3,布卡互动,https://www.itjuzi.com/company/35936,教育,A轮,未透露,新东方,1亿人民币,企业服务,云服务,直播
2018-8-3,力翰科学,https://www.itjuzi.com/company/33254587,教育,A轮,数千万人民币,中以智教华夏桃李资本（财务顾问）,2亿人民币,教育,儿童早教,早幼教
2018-8-3,Educational Initiatives,https://www.itjuzi.com/company/33253659,教育,战略投资,2500万美元,Gaja Capital,8.13亿人民币,教育,教育信息化,深度学习
2018-8-3,元高分,https://www.itjuzi.com/company/1822355,教育,Pre-A轮,数千万人民币,好未来(学而思)鑫榕启航（领投）德瀚基金,1.5亿人民币,教育,K12,教育技术服务
2018-8-3,柠檬悦读,https://www.itjuzi.com/company/33251397,教育,天使轮,5000万人民币,未透露,2.5亿人民币,教育,素质教育,阅读平台
2018-8-3,我思教育,https://www.itjuzi.com/company/33250966,教育,A轮,未透露,真格基金晨兴资本天图投资,1亿人民币,教育,儿童早教,早幼教
2018-8-3,快陪练,https://www.itjuzi.com/company/33250804,教育,天使轮,5000万人民币,高榕资本（领投）IDG资本吴声黄晓杰汪静波宋涛王凯邱坚强...,2.5亿人民币,教育,素质教育,
2018-8-1,海天高,https://www.itjuzi.com/company/33230603,教育,天使轮,未透露,立思辰,500万人民币,教育,素质教育,线下培训机构
2018-8-1,精准学,https://www.itjuzi.com/company/33225754,教育,天使轮,2000万人民币,元璟资本,1亿人民币,教育,教育信息化,教育大数据
2018-7-31,蒙迪教育,https://www.itjuzi.com/company/33217910,教育,战略投资,未透露,运动宝贝,3亿人民币,教育,儿童早教,亲子教育
2018-7-30,方体语文,https://www.itjuzi.com/company/32548503,教育,天使轮,1000万人民币,国金投资,5000万人民币,教育,K12,教育大数据
2018-7-30,优儿学堂,https://www.itjuzi.com/company/27660,教育,A+轮,1.5亿人民币,融创中国（领投）普思资本明嘉资本World Trade Centers Assiociation（China） Services LimitedALPHA CECNTURY ASSETS LIMITED宏丽中新城镇...,7.5亿人民币,教育,儿童早教,休闲益智
2018-7-27,慧话宝,https://www.itjuzi.com/company/41867,教育,A轮,未透露,丰厚资本,1亿人民币,教育,语言学习,
2018-7-27,爱学堂,https://www.itjuzi.com/company/16611,教育,B+轮,2.3亿人民币,慕华投资(慕华教育)华宏资产金信,4.3亿人民币,教育,K12,MOOC
2018-7-27,精准课堂,https://www.itjuzi.com/company/46059,教育,A轮,未透露,阿米巴资本,1亿人民币,教育,教育信息化,教育SaaS
2018-7-27,littlelights,https://www.itjuzi.com/company/32852456,教育,A轮,数千万人民币,昆仲资本,1.5亿人民币,教育,K12,语言学习
2018-7-27,Guild Education,https://www.itjuzi.com/company/44539,教育,C轮,4000万美元,Felicis Ventures（领投）SalesforceCowboy VenturesHarrison MetalRedpoint Ventures红点全球基金Bessemer Venture Partners硅谷银行Silicon Valley BankWorkday VenturesRethink Impact...,13亿人民币,教育,教育综合服务,语言学习
2018-7-27,嗨学网,https://www.itjuzi.com/company/2261,教育,D轮,数千万人民币,清华控股（领投）清华产业基金,6亿人民币,教育,职业培训,公务员考试
2018-7-27,维欧艺术联盟,https://www.itjuzi.com/company/33198204,教育,A轮,2000万人民币,普丰基金,1亿人民币,教育,素质教育,艺术
2018-7-27,寓乐湾,https://www.itjuzi.com/company/8817,教育,C轮,未透露,华和资本沨华资本（领投）御润资本,10亿人民币,教育,K12,素质教育
2018-7-26,不占座,https://www.itjuzi.com/company/33000488,教育,天使轮,未透露,金沙江创投,500万人民币,教育,教育信息化,校园服务
2018-7-26,萌番日语,https://www.itjuzi.com/company/25927,教育,A轮,未透露,IDG资本双湖资本,1亿人民币,教育,语言学习,录播
2018-7-26,Kidovators,https://www.itjuzi.com/company/33195572,教育,种子轮,18万美元,未透露,585万人民币,教育,儿童早教,线下培训机构
2018-7-26,Preply,https://www.itjuzi.com/company/33194374,教育,A轮,400万美元,Point Nine Capital（领投）RTAventures VCArthur KostenMariusz Gralewski...,1.3亿人民币,教育,语言学习,
2018-7-25,爱演讲,https://www.itjuzi.com/company/34097919,教育,种子轮,数十万人民币,蓝象资本,250万人民币,教育,语言学习,
2018-7-25,SkillShare,https://www.itjuzi.com/company/11191,教育,C轮,2000万美元,Union Square Ventures（领投）Burda Principal InvestmentsSpero VenturesAmasia...,6.5亿人民币,教育,教育综合服务,MOOC
2018-7-25,斑马星空,https://www.itjuzi.com/company/32904997,教育,天使轮,1300万人民币,东方新创（领投）如川投资林凡,6500万人民币,教育,出国留学,素质教育
2018-7-23,优必杰,https://www.itjuzi.com/company/35382798,教育,天使轮,未透露,慕华教育,500万人民币,教育,素质教育,智能教育
2018-7-23,鲸鱼外教培优,https://www.itjuzi.com/company/81943,教育,A轮,1000万美元,清新资本fresh capital（领投）山行资本,3.25亿人民币,教育,语言学习,数字化教辅教材
2018-7-23,杰睿教育,https://www.itjuzi.com/company/31576,A轮,1.3亿人民币,真格基金（领投）千帆资本融金富海,15.5亿人民币,教育,教育综合服务,语言学习,
2018-7-23,NSPIRA Management Services,https://www.itjuzi.com/company/33163190,战略投资,7500万美元,Morgan Stanley摩根士丹利（领投）BanyanTree Finance,24.38亿人民币,教育,教育信息化,线下培训机构,
2018-7-23,蓝蘑菇,https://www.itjuzi.com/company/33160694,种子轮,未透露,科方司南资本,500万人民币,教育,素质教育,舞蹈,
2018-7-20,斯达营地教育,https://www.itjuzi.com/company/32522948,A轮,数千万人民币,泽厚资本BWVC中以智教资本（领投）,1.5亿人民币,教育,素质教育,游学和营地,
2018-7-20,X SCHOOL,https://www.itjuzi.com/company/50777,Pre-A轮,数千万人民币,翊翎资本龙湖资本藤门国际教育集团,1.5亿人民币,教育,儿童早教,家园互动,
2018-7-18,青果学院,https://www.itjuzi.com/company/16005,A轮,未透露,有成资本,1亿人民币,教育,K12,视频,
2018-7-18,Unacademy,https://www.itjuzi.com/company/58289,C轮,2100万美元,Sequoia Capital（红杉海外）Blume Ventures赛富基金SAIF PartnersNexus Venture Partners...,6.83亿人民币,教育,教育综合服务,知识分享,
2018-7-18,海渡学院,https://www.itjuzi.com/company/33135038,A轮,5400万人民币,长城证券大直投资哈工智能,2.7亿人民币,新工业,机械设备,职场技能培训,
2018-7-18,坚小持微课,https://www.itjuzi.com/company/77764,Pre-A轮,1000万人民币,蓝枫资本（领投）紫京资本,5000万人民币,教育,语言学习,录播,
2018-7-18,作业帮,https://www.itjuzi.com/company/25430,D轮,3.5亿美元,Coatue Management（领投）高盛集团(中国)春华资本Primavera红杉资本中国GGV纪源资本襄禾资本天图投资NEA恩颐投资泰合资本泰合资本（财务顾问）...,130亿人民币,教育,K12,"教育直播,提供拍照答题服务的教育产品",
2018-7-17,星马教育,https://www.itjuzi.com/company/33123781,A轮,7000万人民币,三立国际教育,3.5亿人民币,教育,出国留学,语言学习,
2018-7-17,魔岛英语,https://www.itjuzi.com/company/34024,天使轮,未透露,启迪之星（启迪孵化器）,500万人民币,教育,语言学习,,
2018-7-17,瑞达法考,https://www.itjuzi.com/company/70866,战略投资,5280万人民币,正保远程教育,4.8亿人民币,教育,职业培训,,
2018-7-17,三立国际教育集团,https://www.itjuzi.com/company/33118929,B轮,亿元及以上人民币,复星集团,5亿人民币,教育,出国留学,高考升学,
2018-7-17,唯科乐,https://www.itjuzi.com/company/20634276,天使轮,未透露,横琴建银,500万人民币,教育,K12,素质教育,
2018-7-16,紫峰文化,https://www.itjuzi.com/company/35297746,B轮,未透露,益鹏投资,1.5亿人民币,教育,教辅设备,数字化教辅教材,
2018-7-16,众乐童乐,https://www.itjuzi.com/company/33168953,天使轮,未透露,国金投资,500万人民币,教育,K12,二次元,
2018-7-16,Pi-top,https://www.itjuzi.com/company/53457,B轮,1600万美元,Hambro PerksCommited Capital,5.2亿人民币,教育,素质教育,,
2018-7-16,三立国际教育,https://www.itjuzi.com/company/60635,B轮,亿元及以上人民币,复星集团,5亿人民币,教育,出国留学,高考升学,
2018-7-16,七天网络,https://www.itjuzi.com/company/47640,B轮,2亿人民币,高思教育创新工场国际创投万融资本智明星通...,10亿人民币,企业服务,云服务,数据存储,
2018-7-13,少年创客,https://www.itjuzi.com/company/24444600,天使轮,500万人民币,未透露,2500万人民币,教育,素质教育,创客教育,
2018-7-13,Magic Crate,https://www.itjuzi.com/company/33102330,Pre-A轮,未透露,Fireside Ventures（领投）3One4 Capital,6.5亿人民币,教育,儿童早教,素质教育,
2018-7-13,iBanker,https://www.itjuzi.com/company/10715266,Pre-A轮,1000万人民币,巴特恩资本（领投）正念资本AC加速器,5000万人民币,教育,职业培训,,
2018-7-11,久明教你管孩子,https://www.itjuzi.com/company/33093168,种子轮,200万人民币,未透露,1000万人民币,教育,儿童早教,亲子教育,
2018-7-10,BESTCODE,https://www.itjuzi.com/company/33434264,种子轮,500万人民币,百度风投,2500万人民币,教育,儿童早教,早幼教,
2018-7-10,Cell-Ed,https://www.itjuzi.com/company/33088995,种子轮,150万美元,Lumina Impact Ventures（领投）Strada 教育创新基金Twilio.org Impact VenturesPartners Group...,4875万人民币,教育,教育信息化,职场技能培训,
2018-7-10,VIAX,https://www.itjuzi.com/company/19877,A轮,未透露,经纬中国,1亿人民币,教育,出国留学,C2C,
2018-7-9,酷学院,https://www.itjuzi.com/company/32646487,天使轮,未透露,华盖资本,500万人民币,教育,教育综合服务,知识分享,
2018-7-9,佳课教育,https://www.itjuzi.com/company/8410628,天使轮,未透露,合鲸资本,500万人民币,教育,K12,高考升学,
2018-7-9,核桃编程,https://www.itjuzi.com/company/32438697,A轮,数千万人民币,源码资本（领投）XVC创投安可资本（财务顾问）,1亿人民币,教育,素质教育,少儿编程,
2018-7-8,Stones2Milestones,https://www.itjuzi.com/company/33079644,A轮,4500万卢比,Unreasonable Capital,2250万人民币,教育,儿童早教,语言学习,
2018-7-8,ERUDITUS Executive Education,https://www.itjuzi.com/company/33079548,战略投资,1.6亿卢比,InnoVen Capital,8000万人民币,教育,教育综合服务,商学院,
2018-7-7,飞趣创造,https://www.itjuzi.com/company/33079312,天使轮,数百万人民币,未透露,1500万人民币,教育,素质教育,STEAM,
2018-7-7,掌通家园,https://www.itjuzi.com/company/725,C+轮,亿元及以上人民币,新东方信中利资本至合资本羽信资本...,32亿人民币,教育,教育信息化,家园互动,
2018-7-7,夏加儿教育,https://www.itjuzi.com/company/52991,Pre-B轮,未透露,SMG上海文广,1.5亿人民币,教育,素质教育,家园互动,
2018-7-5,ApplyBoard,https://www.itjuzi.com/company/33069970,A轮,1300万美元,Artiman Ventures（领投）500 StartupsThink +Candou Ventures...,4.22亿人民币,教育,出国留学,留学服务,
2018-7-5,时间知道,https://www.itjuzi.com/company/33069645,天使轮,600万人民币,微影资本,3000万人民币,教育,其他教育,家庭教育,
2018-7-4,松鼠AI智适应教育,https://www.itjuzi.com/company/29227,A轮,6亿人民币,SIG海纳亚洲诺基亚成长基金天图投资大华银行...,71.5亿人民币,教育,K12,机器学习,
2018-7-4,代码星球,https://www.itjuzi.com/company/33069035,战略投资,未透露,闯先生,5亿人民币,教育,素质教育,少儿编程,
2018-7-4,唱唱启蒙英语,https://www.itjuzi.com/company/32815039,Pre-A轮,1000万人民币,联想之星,5000万人民币,教育,语言学习,家庭教育,
2018-7-4,心竺公考,https://www.itjuzi.com/company/33063407,天使轮,600万人民币,伯藜创投正善资本,3000万人民币,教育,职业培训,高等教育,
2018-7-4,海风教育,https://www.itjuzi.com/company/7135,C+轮,未透露,好未来(学而思)（领投）源码资本（领投）涌铧投资零一创投...,2.5亿人民币,教育,K12,家庭教育,
2018-7-3,图样单词,https://www.itjuzi.com/company/53234,Pre-A轮,500万人民币,比邻创投,2500万人民币,教育,语言学习,,
2018-7-3,TBI,https://www.itjuzi.com/company/63737,C轮,未透露,几何投资(中国教育投资基金),2.5亿人民币,教育,出国留学,语言学习,
2018-7-3,杜丫丫学英语,https://www.itjuzi.com/company/33975593,Pre-A轮,数千万人民币,险峰长青（领投）,1.5亿人民币,教育,语言学习,早幼教,
2018-7-3,明兮大语文,https://www.itjuzi.com/company/32558459,天使轮,未透露,创新工场,500万人民币,教育,K12,知识分享,
2018-7-3,啊哈编程星球,https://www.itjuzi.com/company/10881102,天使轮,1000万人民币,丰厚资本,5000万人民币,教育,素质教育,创客教育,
2018-7-2,量子矩阵,https://www.itjuzi.com/company/34066820,天使轮,1000万人民币,启赋资本（领投）,5000万人民币,教育,职业培训,职场技能培训,
2018-7-2,数问科技,https://www.itjuzi.com/company/33169238,天使轮,未透露,丹华资本智慧基石,500万人民币,教育,教育信息化,智能教育,
2018-7-2,魔力耳朵,https://www.itjuzi.com/company/59519,A轮,1.2亿人民币,高瓴资本（领投）真格基金,6亿人民币,教育,语言学习,直播,
2018-7-1,可瀚学堂,https://www.itjuzi.com/company/33754065,Pre-A轮,数千万人民币,创东方投资,1.5亿人民币,教育,儿童早教,语言学习,
2018-7-1,河小象,https://www.itjuzi.com/company/33342458,天使轮,数百万人民币,天使湾,1500万人民币,教育,素质教育,少儿读物,
2018-6-30,又又国学堂,https://www.itjuzi.com/company/23380181,天使轮,数百万人民币,红黄蓝GEH Education,1500万人民币,教育,儿童早教,录播,
2018-6-29,TOPKID,https://www.itjuzi.com/company/83481,A轮,未透露,真格基金,1亿人民币,教育,儿童早教,语言学习,
2018-6-29,神奇科学堂,https://www.itjuzi.com/company/44372,Pre-A轮,1亿人民币,钟鼎资本（领投）涌铧投资国金投资,5亿人民币,教育,儿童早教,素质教育,
2018-6-29,JoyTunes,https://www.itjuzi.com/company/12819,B轮,1000万美元,Insight Venture PartnersGenesis PartnersYelp,3.25亿人民币,教育,素质教育,休闲益智,
2018-6-29,袋鼠麻麻,https://www.itjuzi.com/company/44973,A轮,数千万人民币,光速中国（领投）双湖资本张涛,1.5亿人民币,教育,儿童早教,家庭教育,
2018-6-27,UPRO,https://www.itjuzi.com/company/33025601,种子轮,1000万人民币,动域资本（领投）九宜城懒熊体育（财务顾问）,5000万人民币,教育,儿童早教,早幼教,
2018-6-27,极客教育,https://www.itjuzi.com/company/6123935,天使轮,1000万人民币,新东方（领投）天仪研究院创客总部,5000万人民币,新工业,航空航天,航空航天,
2018-6-26,巧客机器人,https://www.itjuzi.com/company/33314812,天使轮,未透露,浙大友创,500万人民币,教育,素质教育,创客教育,
2018-6-26,Winnie,https://www.itjuzi.com/company/33014940,天使轮,400万美元,Reach Capital（领投）HomebrewLudlow VenturesBBG VenturesAfore CapitalRethink Impact...,1.3亿人民币,教育,儿童早教,家庭教育,
2018-6-26,火星人俱乐部,https://www.itjuzi.com/company/58468,A+轮,1000万人民币,高思教育一苇资本（财务顾问）,5000万人民币,教育,素质教育,创客教育,
2018-6-25,麓遥共享教育,https://www.itjuzi.com/company/33543536,天使轮,未透露,未透露,500万人民币,教育,高等教育,知识分享,
2018-6-25,轻近教育,https://www.itjuzi.com/company/33303494,天使轮,450万人民币,甄赞资本,2250万人民币,教育,儿童早教,少儿编程,
2018-6-25,百词斩,https://www.itjuzi.com/company/2142,C+轮,未透露,腾讯投资,2.5亿人民币,教育,语言学习,高等教育,
2018-6-25,一起竞赛,https://www.itjuzi.com/company/33009060,天使轮,数百万人民币,立思辰丁香汇创投,1500万人民币,教育,教育信息化,素质教育,
2018-6-25,一码学程,https://www.itjuzi.com/company/33008034,天使轮,数百万人民币,慕华投资(慕华教育),1500万人民币,教育,素质教育,高等教育,
2018-6-23,BookYourStudy,https://www.itjuzi.com/company/33005983,A轮,未透露,未透露,6.5亿人民币,教育,其他教育,教育AI解决方案,
2018-6-22,51选校网,https://www.itjuzi.com/company/38140,天使轮,数十万人民币,蓝象资本鑫九投资,250万人民币,教育,K12,高考升学,
2018-6-22,KnowHowChain脑海链,https://www.itjuzi.com/company/33001441,战略投资,未透露,水木清华区块链基金,32.5亿人民币,教育,教育信息化,教育垂直媒体,
2018-6-21,MyTutor,https://www.itjuzi.com/company/32995424,B轮,500万欧元,Mobeus Equity PartnersStephen WeltonClive CowderyThomas Hoegh...,1.95亿人民币,教育,儿童早教,,
2018-6-21,微课之家,https://www.itjuzi.com/company/32192135,Pre-A轮,2500万人民币,多维教育（领投）,1.25亿人民币,教育,教育信息化,,
2018-6-21,VIPKID,https://www.itjuzi.com/company/8811,D+轮,5亿美元,Coatue Management（领投）腾讯投资（领投）红杉资本中国（领投）云锋基金（领投）...,227.5亿人民币,教育,语言学习,"早幼教,真格基金2016年投资事件",
2018-6-20,青鸟学堂,https://www.itjuzi.com/company/6337236,天使轮,未透露,置柏投资,500万人民币,教育,儿童早教,早幼教,
2018-6-20,MyTutor,https://www.itjuzi.com/company/66729,B轮,500万欧元,Mobeus Equity PartnersStephen WeltonClive CowderyThomas Hoegh...,1.95亿人民币,教育,其他教育,大学教育,
2018-6-20,土豆雅思,https://www.itjuzi.com/company/32641946,Pre-A轮,1000万美元,真格基金（领投）SIG海纳亚洲（领投）,3.25亿人民币,教育,语言学习,,
2018-6-20,火花思维,https://www.itjuzi.com/company/32760550,B+轮,2000万美元,红杉资本中国（领投）北极光创投金沙江创投山行资本光速中国IDG资本...,6.5亿人民币,教育,儿童早教,早幼教,
2018-6-19,丹你耳,https://www.itjuzi.com/company/32975697,天使轮,数百万人民币,原链资本,1500万人民币,教育,语言学习,学校/院校,
2018-6-19,兰迪少儿英语,https://www.itjuzi.com/company/24770,C轮,5.2亿人民币,劲邦资本-劲霸男装,26亿人民币,教育,语言学习,连续获投,
2018-6-19,泰克网络实验室,https://www.itjuzi.com/company/32971795,A轮,未透露,拼图资本,1亿人民币,教育,职业培训,语言学习,
2018-6-18,飞白教育,https://www.itjuzi.com/company/34659482,战略投资,数千万人民币,高思教育创新工场,1.5亿人民币,教育,K12,教育直播,
2018-6-15,YC在线学习,https://www.itjuzi.com/company/37437,A轮,未透露,浙商创投,1亿人民币,教育,职业培训,数字化教辅教材,
2018-6-15,爱云校,https://www.itjuzi.com/company/12977,C轮,未透露,华图资本,2.5亿人民币,教育,K12,教育大数据,
2018-6-15,新东方在线,https://www.itjuzi.com/company/32230,C轮,2067万美元,Tigerstep,6.72亿人民币,教育,教育综合服务,语言学习,
2018-6-15,五六点教育,https://www.itjuzi.com/company/38650,A轮,1100万人民币,优学派,5500万人民币,教育,K12,素质教育,
2018-6-14,Kano,https://www.itjuzi.com/company/20419,战略投资,2800万美元,Sesame Ventures,9.1亿人民币,教育,教辅设备,少儿编程,
2018-6-14,青蚕教育,https://www.itjuzi.com/company/32957496,天使轮,数百万人民币,立思辰,1500万人民币,教育,教育信息化,高考升学,
2018-6-14,画啦啦,https://www.itjuzi.com/company/23545,A+轮,数千万人民币,好未来(学而思)（领投）真格基金,1.5亿人民币,教育,素质教育,家庭教育,
2018-6-14,大思码,https://www.itjuzi.com/company/32954024,天使轮,500万人民币,George Wang（领投）,2500万人民币,教育,儿童早教,素质教育,
2018-6-13,树袋老师,https://www.itjuzi.com/company/32990023,B轮,未透露,经纬中国中弘金控,1.5亿人民币,教育,教育综合服务,语言学习,
2018-6-13,HnR新升力,https://www.itjuzi.com/company/32119870,天使轮,数百万人民币,源码资本飞秒资本（以太创服）（财务顾问）,1500万人民币,教育,儿童早教,自媒体,
2018-6-12,Memrise,https://www.itjuzi.com/company/31024,B轮,1550万美元,Octopus Ventures（领投）Korelya Capital（领投）Avalon VenturesBalderton Capital...,5.04亿人民币,教育,语言学习,,
2018-6-12,睿刻教育,https://www.itjuzi.com/company/1885547,种子轮,200万人民币,未透露,1000万人民币,教育,教育信息化,智慧校园,
2018-6-11,易贝乐,https://www.itjuzi.com/company/80461,战略投资,2亿人民币,一村资本,10亿人民币,教育,儿童早教,语言学习,
2018-6-11,贝乐虎,https://www.itjuzi.com/company/32924614,Pre-A轮,1000万人民币,大通资本（领投）,5000万人民币,教育,儿童早教,家庭教育,
2018-6-11,乐学习,https://www.itjuzi.com/company/32924603,Pre-A轮,1000万人民币,未透露,5000万人民币,教育,儿童早教,语言学习,
2018-6-11,皮皮鱼少儿英语,https://www.itjuzi.com/company/32872331,Pre-A轮,8000万人民币,蓝湖资本（领投）山行资本GGV纪源资本,4亿人民币,教育,儿童早教,语言学习,
2018-6-11,鲸打卡,https://www.itjuzi.com/company/10727154,A轮,数千万人民币,涌铧投资,1.5亿人民币,教育,教育信息化,教育垂直媒体,
2018-6-8,撷知教育,https://www.itjuzi.com/company/34340165,Pre-A轮,未透露,泰蕴资本柯扬壹派,1亿人民币,教育,K12,教育测评,
2018-6-8,计蒜客,https://www.itjuzi.com/company/11863,B轮,数千万人民币,好未来(学而思)（领投）,1.5亿人民币,教育,职业培训,少儿编程,
2018-6-8,闪闪,https://www.itjuzi.com/company/31950,A+轮,2800万人民币,王涌精中教育香榧资本,1.4亿人民币,教育,儿童早教,亲子教育,
2018-6-7,一刻馆,https://www.itjuzi.com/company/29590,天使轮,100万人民币,启迪之星（启迪孵化器）,1000万人民币,教育,素质教育,桌游,
2018-6-7,AIKID,https://www.itjuzi.com/company/34061484,天使轮,未透露,字节跳动,500万人民币,教育,儿童早教,语言学习,
2018-6-7,点点橙Pipup,https://www.itjuzi.com/company/7797691,Pre-A轮,数千万人民币,红杉资本中国,1.5亿人民币,教育,儿童早教,家庭教育,
2018-6-7,优志愿,https://www.itjuzi.com/company/23731,A+轮,1000万人民币,敦鸿资产,5000万人民币,教育,教育综合服务,高考升学,
2018-6-6,联帮在线教育,https://www.itjuzi.com/company/32172737,A轮,数千万人民币,金沙江创投（领投）万融资本蓝象资本,1.5亿人民币,教育,教育信息化,直播,
2018-6-6,贝壳亲子英语,https://www.itjuzi.com/company/32896518,天使轮,数百万人民币,真格基金,1500万人民币,教育,语言学习,家庭教育,
2018-6-6,十六进制科技,https://www.itjuzi.com/company/51521,Pre-A轮,1000万人民币,春晓资本华夏桃李资本（财务顾问）,5000万人民币,教育,K12,教育技术服务,
2018-6-4,Robobloq魔块智能,https://www.itjuzi.com/company/32572510,天使轮,数百万人民币,未透露,2000万人民币,教育,教育信息化,智能制造,
2018-6-4,offer先生,https://www.itjuzi.com/company/34536,Pre-A轮,未透露,险峰长青险峰旗云,1亿人民币,教育,职业培训,高等教育,
2018-6-4,录趣,https://www.itjuzi.com/company/63706,A轮,1500万人民币,中国教师研修网,7500万人民币,教育,教育信息化,考研,
2018-6-4,悉之教育,https://www.itjuzi.com/company/32876400,天使轮,1000万人民币,东方新创,5000万人民币,教育,K12,素质教育,
2018-6-3,园钉,https://www.itjuzi.com/company/32268919,A轮,数千万人民币,昆仲资本（领投）金沙江创投险峰长青凌波资本（财务顾问）...,1.5亿人民币,教育,教育信息化,家庭教育,
2018-6-1,麦极创客,https://www.itjuzi.com/company/34175804,天使轮,未透露,浩方创投,500万人民币,教育,K12,创客教育,
2018-6-1,价值立方,https://www.itjuzi.com/company/33426318,战略投资,未透露,如是金融研究院,5亿人民币,教育,职业培训,高等教育,
2018-6-1,清北网校,https://www.itjuzi.com/company/32843270,天使轮,1000万人民币,真格基金,5000万人民币,教育,K12,家庭教育,
2018-6-1,Trilogy Education Services,https://www.itjuzi.com/company/63568,B轮,5000万美元,Highland Capital PartnersTrilogy Education ServicesMacquarie Group,16.25亿人民币,教育,职业培训,企业培训,
2018-6-1,VIPCODE编程,https://www.itjuzi.com/company/32125357,A轮,8500万人民币,创新工场（领投）软银中国真格基金蓝湖资本...,4.25亿人民币,教育,K12,早幼教,
2018-6-1,婷婷姐姐,https://www.itjuzi.com/company/42588,A轮,5000万人民币,天图投资（领投）北极光创投,2.5亿人民币,教育,儿童早教,直播,
2018-5-31,学霸公社,https://www.itjuzi.com/company/55235,种子轮,数十万人民币,蓝象资本,250万人民币,教育,教辅设备,数字化教辅教材,
2018-5-31,思创优学,https://www.itjuzi.com/company/33463517,天使轮,数百万人民币,雷雨资本(微投VChello),1500万人民币,教育,教育信息化,创客教育,
2018-5-31,艺课堂,https://www.itjuzi.com/company/33073002,天使轮,300万人民币,未透露,1500万人民币,教育,教育综合服务,,
2018-5-31,黄埔区块链培训学院,https://www.itjuzi.com/company/32866898,天使轮,未透露,蚁米创投,500万人民币,教育,职业培训,,
2018-5-31,导学教育,https://www.itjuzi.com/company/32866800,C轮,未透露,未透露,2.5亿人民币,教育,教育信息化,学校/院校,
2018-5-30,馨心教育,https://www.itjuzi.com/company/24101059,天使轮,数百万人民币,合力投资（领投）,2000万人民币,教育,儿童早教,早幼教,
2018-5-30,Biendata,https://www.itjuzi.com/company/32861033,天使轮,未透露,DeepTech深科技,500万人民币,教育,职业培训,,
2018-5-29,百趣科技,https://www.itjuzi.com/company/35290635,天使轮,未透露,金沙江创投,500万人民币,教育,其他教育,教育技术服务,
2018-5-29,拓课云,https://www.itjuzi.com/company/83645,A轮,未透露,高思教育,1亿人民币,教育,教辅设备,数字化教辅教材,
2018-5-29,团建队长,https://www.itjuzi.com/company/32858752,种子轮,100万人民币,顶商投资,500万人民币,教育,职业培训,企业培训,
2018-5-28,开小课-指引知识平台,https://www.itjuzi.com/company/77148,A轮,数千万人民币,弘道资本（领投）禧筠资本,1亿人民币,教育,教育信息化,知识分享,
2018-5-28,飞博教育,https://www.itjuzi.com/company/30931,战略投资,数千万人民币,高思教育（领投）,1.5亿人民币,教育,语言学习,早幼教,
2018-5-26,新时代区块链研究院,https://www.itjuzi.com/company/32761675,种子轮,150万人民币,时刻送,750万人民币,教育,其他教育,区块链行业应用,
2018-5-25,编程猫,https://www.itjuzi.com/company/20676,B+轮,3亿人民币,招银国际（领投）新京报山水创投松禾资本寻找中国创客导师基金...,20亿人民币,教育,素质教育,少儿编程,
2018-5-24,慧科教育集团,https://www.itjuzi.com/company/8840,D轮,亿元及以上人民币,泛海控股（领投）新龙脉控股高榕资本,65亿人民币,教育,教育综合服务,科研学术,
2018-5-23,看山科技,https://www.itjuzi.com/company/8813,A轮,未透露,国际创投,1亿人民币,教育,K12,视频,
2018-5-23,新东方在线,https://www.itjuzi.com/company/32230,B轮,9269万美元,ChinaCity CapitalDragon Cloud,30.12亿人民币,教育,教育综合服务,语言学习,
2018-5-23,外滩教育,https://www.itjuzi.com/company/29742446,Pre-A轮,800万人民币,正念资本,4000万人民币,教育,出国留学,教育媒体及社区,
2018-5-23,科学队长,https://www.itjuzi.com/company/32847044,B轮,3000万人民币,山水创投（领投）好未来(学而思)场景实验室寻找中国创客导师基金（领投）...,1.5亿人民币,教育,儿童早教,素质教育,
2018-5-22,斑码编程,https://www.itjuzi.com/company/32776807,天使轮,数百万人民币,华创资本（领投）,2000万人民币,教育,素质教育,少儿编程,
2018-5-22,智慧树,https://www.itjuzi.com/company/13573,战略投资,1亿人民币,和晶科技,5亿人民币,教育,儿童早教,家园互动,
2018-5-21,梦宝智能,https://www.itjuzi.com/company/25136,天使轮,数百万人民币,PreAngel,3000万人民币,教育,语言学习,机器人,
2018-5-21,时分安全,https://www.itjuzi.com/company/33235187,天使轮,数百万人民币,大观资本（领投）,3000万人民币,教育,职业培训,教育技术服务,
2018-5-21,牛牛成长,https://www.itjuzi.com/company/32842641,Pre-A轮,数千万人民币,盈动资本,1.5亿人民币,教育,儿童早教,素质教育,
